 temprature, rainfall, humidity, yeild_apples
3.44 10.80 77.65 42.02
59.93 38.28 0.55 25.91
42.21 28.44 79.48 58.09
43.34 96.72 91.50 78.10
77.87 7.62 95.54 72.66
36.02 60.50 12.79 29.30
59.05 30.69 68.84 58.27
92.62 46.59 65.51 69.86
78.17 13.57 75.90 64.12
86.15 21.23 10.76 35.47
15.37 19.56 38.51 27.78
40.57 5.53 82.85 54.70
45.95 70.04 68.82 62.20
82.84 8.60 22.13 37.64
94.64 72.48 96.48 91.13
88.39 22.26 72.45 67.19
63.62 41.47 78.48 66.62
45.23 68.32 61.21 57.84
87.40 74.64 0.77 41.53
75.20 81.35 25.96 51.81
96.64 2.96 53.82 56.49
58.80 11.86 33.85 36.94
26.07 51.70 58.46 47.39
18.17 75.07 32.50 36.72
18.64 83.94 36.80 40.78
63.64 92.36 87.35 81.24
44.15 68.12 4.73 29.23
10.10 70.61 47.58 40.94
36.61 58.25 67.83 56.55
11.60 29.30 40.87 29.77
79.28 85.94 57.48 69.71
85.38 69.82 97.38 88.27
29.23 30.29 6.57 18.11
56.59 44.59 79.25 65.52
21.11 62.02 57.82 47.65
46.72 76.91 87.29 73.04
89.99 31.24 85.80 76.14
85.78 41.77 15.85 42.01
26.23 96.01 85.97 70.06
6.63 27.86 41.55 28.34
5.49 10.67 80.57 44.07
75.93 74.81 82.47 78.98
51.30 76.04 87.83 74.51
92.66 66.97 51.38 66.88
68.82 44.69 85.22 72.19
30.17 87.63 34.73 43.94
27.19 80.17 23.58 35.98
31.13 86.05 51.61 52.35
80.48 23.32 22.93 40.27
40.01 77.78 25.28 40.20
46.70 4.51 55.30 42.56
47.02 20.83 70.97 53.76
49.15 28.56 45.95 43.43
19.63 43.58 48.59 38.90
64.34 96.11 39.11 58.08
84.30 59.75 36.52 55.50
94.80 28.77 98.18 83.28
90.13 55.77 80.43 78.41
64.06 16.55 95.39 70.22
45.17 64.75 61.18 57.09
20.60 8.10 12.69 14.14
55.10 61.02 14.62 36.04
49.55 7.81 97.75 65.30
92.92 46.77 91.68 83.07
30.99 81.74 28.60 39.94
39.86 0.43 91.52 57.80
44.22 39.88 26.58 34.53
70.80 5.40 15.03 29.84
44.16 24.75 0.76 18.58
87.19 88.06 44.73 66.13
15.30 64.60 91.28 63.15
49.65 82.00 10.86 36.73
56.18 61.64 23.90 41.13
20.03 89.55 64.45 56.14
6.46 67.49 72.79 51.83
63.26 3.51 71.24 55.30
33.58 17.92 24.35 25.83
17.66 10.51 42.03 28.41
60.52 62.78 3.39 32.41
11.16 5.57 50.78 29.85
21.36 4.83 97.19 55.97
81.31 80.25 21.67 51.28
26.54 12.38 17.28 19.08
7.07 86.06 71.82 55.24
30.53 61.80 92.27 67.65
24.19 38.86 17.13 23.59
33.76 26.25 25.76 28.26
92.72 8.55 32.91 45.98
16.88 93.94 21.27 34.49
52.44 33.09 91.28 67.99
92.64 42.04 95.46 83.93
93.20 49.00 81.52 78.52
26.05 65.15 27.98 34.84
46.67 74.63 8.18 33.02
80.84 4.41 35.77 43.02
81.47 77.85 27.67 53.85
1.81 73.12 52.68 41.51
65.76 24.93 95.73 72.58
58.77 7.36 93.47 65.84
41.33 72.55 36.69 45.25
51.95 70.09 36.66 47.93
27.82 4.34 58.89 38.66
75.34 89.30 75.57 78.25
78.43 89.88 16.01 49.51
82.52 64.04 62.11 68.62
41.57 30.21 29.77 33.40
93.85 42.56 14.72 44.03
39.95 33.99 3.96 20.76
40.16 86.90 79.81 69.33
11.09 17.15 88.14 50.83
70.08 49.78 57.20 59.58
74.90 63.74 42.09 56.26
71.58 62.32 54.26 61.07
94.85 47.06 32.29 54.01
3.63 67.94 41.53 35.44
85.60 40.10 87.46 77.43
86.28 43.83 44.49 56.89
72.71 20.22 60.67 56.19
87.03 37.95 74.95 71.17
45.46 56.70 88.42 69.19
64.92 84.00 90.42 81.49
6.74 68.67 75.43 53.47
90.86 21.48 52.96 58.03
28.19 28.40 50.34 39.31
29.65 70.53 42.92 44.46
88.42 5.87 90.20 72.80
24.61 20.46 38.38 30.66
73.95 41.18 62.54 61.69
32.61 45.08 61.42 49.51
67.24 40.29 46.06 51.26
78.02 19.42 17.86 36.22
86.75 7.69 42.33 48.73
55.83 2.07 50.11 42.22
52.44 75.20 68.50 65.02
44.14 29.15 86.51 62.33
25.67 0.51 20.80 18.20
97.21 22.55 45.54 56.44
24.69 64.41 82.54 61.56
74.15 37.23 77.39 68.39
20.80 10.46 55.06 35.86
15.63 72.70 67.53 52.99
88.31 48.05 83.81 78.01
77.12 62.70 29.22 50.29
88.46 85.10 65.18 76.15
70.44 77.99 18.09 45.77
87.54 18.24 46.87 53.34
53.94 37.96 36.08 41.81
17.11 72.86 54.43 46.92
22.49 85.89 69.21 58.53
40.85 19.95 77.65 55.07
62.33 79.69 81.96 75.62
25.65 63.00 45.81 43.20
10.23 8.65 35.65 22.62
84.58 16.53 88.03 72.69
98.80 49.20 57.65 68.30
98.82 87.65 85.32 89.84
47.70 44.89 71.13 58.85
81.56 9.89 75.93 64.41
52.72 55.06 59.22 56.44
4.71 90.82 63.61 51.38
92.82 21.61 77.60 70.97
97.50 5.41 18.74 39.70
58.71 45.20 53.64 53.47
31.40 38.95 78.39 56.41
72.77 59.15 13.21 40.27
95.36 90.08 85.85 89.55
8.09 11.39 69.15 39.28
39.78 80.74 65.19 60.68
9.83 6.45 80.68 44.58
69.03 28.95 30.87 41.93
91.01 73.11 41.74 62.80
47.28 44.58 18.74 32.47
15.12 67.86 19.34 27.78
58.11 43.53 15.75 34.01
40.12 16.45 73.42 52.04
43.65 98.68 25.02 45.34
26.08 2.64 42.08 29.39
42.99 65.85 78.20 65.17
19.63 19.77 50.45 35.07
6.98 91.82 8.36 24.64
78.42 35.90 38.21 49.81
47.07 72.80 49.24 53.30
85.46 39.61 54.91 61.02
3.08 46.91 71.75 46.18
42.69 49.99 94.95 70.28
60.89 9.68 27.69 34.05
1.26 63.15 38.22 32.12
86.48 73.57 5.00 43.16
28.70 1.58 85.19 51.52
60.12 11.91 4.38 22.61
33.62 77.12 25.34 38.18
0.88 35.08 64.06 39.31
65.96 75.67 46.27 58.06
74.60 61.59 73.32 71.36
30.84 31.46 3.79 17.44
50.22 41.65 40.32 43.56
95.49 89.71 96.66 94.92
91.67 14.49 61.31 61.05
9.07 96.13 65.97 54.93
2.59 93.74 52.41 45.73
74.91 4.97 96.80 71.87
63.50 77.38 7.40 38.23
47.16 68.31 72.35 63.98
43.58 3.59 66.93 47.26
17.02 64.09 64.55 50.20
47.47 67.43 30.05 42.75
34.70 34.27 79.15 56.84
68.54 23.58 56.11 53.33
94.29 0.32 54.34 55.52
21.83 14.99 34.87 26.98
90.42 14.62 94.31 77.20
49.35 93.77 21.47 44.29
68.08 67.69 47.41 57.67
76.76 10.19 80.88 65.51
64.39 54.98 26.10 43.36
12.64 70.14 27.45 31.55
50.88 79.87 54.31 58.39
67.90 19.68 65.43 57.02
57.70 38.63 81.71 65.89
85.43 69.49 56.16 67.61
69.48 29.47 97.27 75.37
30.04 97.33 74.97 65.96
33.67 6.03 77.04 49.83
23.25 29.54 63.53 44.65
65.04 26.58 1.37 25.51
35.07 38.04 45.38 40.82
89.99 19.29 69.56 65.63
32.59 21.77 5.86 17.06
34.14 54.04 0.25 21.17
68.23 39.11 91.39 73.99
88.87 84.26 7.45 47.24
14.07 22.19 51.22 34.27
92.48 6.34 13.04 35.53
79.86 89.21 98.05 90.82
95.66 58.20 11.37 46.02
98.05 29.67 73.74 72.22
17.68 83.45 10.10 27.04
36.77 16.14 46.02 37.27
13.73 48.51 20.26 23.95
78.05 42.61 5.52 34.70
48.77 84.45 8.15 35.60
87.88 14.14 55.27 56.83
68.21 25.15 47.22 49.10
57.54 59.38 6.64 32.46
87.06 72.29 70.86 76.01
41.33 13.82 8.18 19.25
51.21 90.84 35.30 51.18
13.17 79.42 58.33 49.00
10.32 72.78 54.70 45.00
5.44 88.27 27.60 33.09
66.82 76.85 56.53 63.68
58.61 50.59 7.61 31.51
39.32 22.49 29.60 31.09
68.61 14.80 73.47 60.28
84.60 69.39 2.34 40.43
2.43 19.81 88.94 49.16
97.85 75.35 64.75 76.80
89.53 66.64 12.95 46.66
40.30 57.48 64.73 55.95
69.31 34.10 71.38 63.30
90.71 66.72 59.81 70.46
42.48 19.70 76.18 54.77
53.72 7.52 54.81 45.03
16.30 19.33 33.50 25.51
68.92 78.09 89.65 81.12
95.36 69.13 73.58 79.22
83.24 19.94 51.12 54.52
27.85 7.42 35.96 27.82
73.70 66.13 97.98 84.33
25.18 77.51 49.55 47.83
22.59 53.84 94.89 64.99
1.63 25.45 13.10 12.13
89.33 78.14 60.02 72.44
40.11 54.70 42.10 44.02
45.13 29.43 17.25 28.05
17.20 16.69 57.88 37.44
33.19 0.31 75.37 47.70
93.53 9.68 12.20 36.09
58.15 68.40 92.91 77.58
62.98 77.97 52.15 60.56
55.07 20.86 48.47 44.93
23.27 89.48 93.21 71.48
31.76 6.53 63.16 42.41
26.01 60.16 35.36 37.52
66.31 97.67 58.68 68.77
24.31 33.03 93.33 60.56
31.16 91.51 57.30 56.30
92.15 31.29 87.67 77.74
20.77 63.64 31.22 34.57
90.91 1.29 81.61 68.34
56.13 61.23 60.08 59.12
24.10 23.28 96.39 60.08
9.02 80.19 71.89 54.69
47.09 87.41 88.15 75.68
41.95 29.77 10.44 23.76
20.93 66.39 62.91 51.01
42.49 50.20 53.47 49.52
58.93 80.27 95.01 81.24
37.55 23.04 37.36 34.55
42.67 65.87 22.48 37.22
83.94 92.41 91.37 89.35
18.00 21.97 2.67 11.13
64.87 84.42 61.89 67.29
27.69 20.52 61.51 43.17
76.90 63.59 97.65 84.61
59.54 58.99 44.64 51.98
33.49 73.10 4.98 27.16
64.60 67.68 75.25 70.54
26.87 82.84 9.13 29.19
81.94 39.88 76.75 70.93
1.12 85.52 54.82 44.85
21.25 73.29 13.31 27.69
32.19 66.29 36.11 40.97
68.55 8.59 42.55 43.56
86.87 88.75 49.62 68.62
15.35 70.13 23.69 30.48
71.66 48.73 73.02 67.75
52.80 11.00 85.74 60.91
8.32 32.49 89.38 53.68
86.47 32.23 82.03 73.40
21.33 89.70 95.77 72.22
62.09 17.67 90.78 67.55
48.80 25.53 4.73 22.11
76.37 50.33 8.48 37.22
30.41 37.36 1.10 17.14
12.65 45.23 46.54 36.11
47.98 54.50 85.47 68.03
48.26 98.08 79.43 73.81
94.44 58.06 85.89 82.89
61.75 63.23 44.39 53.37
0.77 85.22 96.85 65.70
52.66 97.71 63.03 66.86
88.68 57.84 52.93 64.64
60.60 33.96 48.64 49.29
10.80 56.54 17.55 23.32
1.25 86.54 29.42 32.39
2.63 83.23 62.64 48.76
76.40 75.56 2.41 39.24
72.62 44.03 16.52 38.85
45.10 64.50 68.49 60.67
23.67 31.27 69.73 48.22
87.94 75.14 71.54 77.18
98.58 52.79 40.37 60.32
2.92 25.55 70.55 41.26
14.75 20.98 68.56 42.90
45.64 30.29 88.90 64.20
24.09 38.74 63.20 46.58
20.18 36.24 67.13 46.87
98.78 70.32 85.90 86.65
5.15 77.12 96.16 65.05
0.91 19.39 70.31 39.31
68.87 43.23 26.41 42.51
81.02 94.48 73.47 79.94
76.63 91.78 58.15 70.42
59.54 91.08 70.20 71.18
8.75 7.67 57.62 32.97
42.16 51.82 17.74 31.88
24.26 69.68 81.62 62.02
44.11 72.12 41.32 48.32
42.25 25.40 65.69 50.60
23.86 41.68 80.92 55.95
5.73 70.16 39.07 35.29
54.61 56.90 42.73 49.13
61.49 69.75 47.93 56.36
93.80 36.77 21.89 46.44
65.23 67.57 68.81 67.49
4.97 47.16 54.56 38.20
24.13 11.84 43.31 31.26
26.25 34.72 95.63 62.63
93.75 96.43 50.58 72.70
87.73 71.87 14.06 47.72
16.28 85.96 93.41 68.78
31.33 9.90 70.06 46.41
91.23 97.82 4.03 48.95
50.10 28.80 58.71 50.14
2.62 13.31 1.50 4.20
53.61 77.28 78.39 70.73
14.78 73.22 72.13 55.14
34.40 90.01 33.56 45.10
62.13 82.13 35.17 52.65
29.89 35.37 7.46 19.77
48.52 23.69 23.62 31.10
89.76 32.98 74.47 70.76
35.07 35.25 45.10 40.12
62.24 53.94 78.07 68.50
13.64 98.47 16.39 31.98
52.91 74.17 40.05 50.73
56.48 56.85 24.05 40.34
62.38 51.11 41.33 49.60
28.02 54.12 40.66 39.56
62.04 5.33 80.17 59.76
0.74 48.04 58.30 38.98
21.41 39.23 32.03 30.28
98.17 55.76 49.40 65.30
34.25 90.79 41.75 49.31
53.31 93.33 84.09 76.70
18.84 75.37 4.06 22.76
29.58 61.81 26.06 34.27
85.32 82.67 6.16 45.21
9.11 31.06 51.82 34.86
12.90 36.68 89.38 55.90
53.10 96.16 41.75 56.04
51.43 68.74 82.01 70.18
47.42 84.19 55.69 58.91
16.31 27.24 45.39 33.04
66.29 94.32 25.16 51.33
18.03 84.37 75.88 60.22
61.97 32.57 0.79 25.50
6.87 35.66 8.31 13.35
84.72 74.49 69.82 75.22
32.70 76.41 29.14 39.66
47.04 21.36 92.29 64.53
78.15 67.18 11.16 42.46
40.27 19.22 37.31 34.58
34.77 3.61 97.49 59.90
88.61 26.20 19.38 41.51
70.27 87.19 91.46 84.25
56.70 92.03 38.48 54.66
84.82 80.08 23.69 53.31
1.66 97.98 35.01 37.60
55.39 7.53 9.05 22.65
34.21 39.65 70.50 53.44
31.29 63.92 34.68 39.51
52.20 57.87 80.52 67.49
96.25 31.63 30.00 50.20
48.65 94.81 35.16 51.14
49.82 19.09 52.90 45.21
92.61 79.81 2.35 44.92
22.48 18.59 47.28 34.10
72.86 44.56 65.64 63.59
52.81 23.09 70.19 55.56
24.38 12.29 28.06 23.80
90.65 44.58 67.94 70.08
77.83 34.91 53.58 57.12
3.11 58.72 32.13 28.74
46.26 34.56 90.09 65.84
0.43 51.25 17.60 19.18
14.25 22.98 45.10 31.42
51.97 63.52 91.97 74.28
96.29 74.09 92.35 89.88
19.16 31.69 13.62 18.90
18.44 3.08 93.09 52.69
61.57 81.13 16.33 42.86
83.80 4.50 78.83 65.45
74.68 43.20 27.92 45.00
88.02 86.39 80.60 83.98
42.41 1.17 92.82 59.37
9.00 81.07 27.35 32.59
43.86 38.26 50.90 46.26
20.72 48.88 29.60 30.79
85.65 81.22 49.81 66.84
21.04 85.40 30.12 38.45
26.69 59.95 26.75 33.37
57.95 71.56 41.17 52.28
66.55 37.24 51.80 53.31
10.52 42.68 22.15 22.77
36.99 53.50 92.66 68.13
36.24 95.30 44.84 52.35
60.40 47.10 15.39 35.23
78.28 48.89 95.00 80.76
53.42 90.21 52.65 60.39
85.37 34.84 45.95 55.55
19.06 60.38 71.38 53.48
16.11 46.87 72.45 50.43
47.42 93.70 39.95 52.94
83.93 53.01 71.76 71.66
3.07 17.88 91.43 50.21
47.60 16.54 83.61 59.39
24.12 40.91 64.43 47.63
70.22 58.96 15.64 40.68
51.37 7.51 38.56 36.19
15.79 24.58 0.58 9.94
74.80 8.25 26.86 37.52
18.28 51.62 98.74 65.18
64.48 59.23 74.41 68.39
23.75 56.08 85.78 61.23
94.64 10.23 6.90 33.89
40.21 3.90 25.72 25.70
7.42 20.52 81.36 47.01
28.75 61.91 25.88 33.95
98.58 66.65 36.53 61.17
39.74 59.82 22.33 35.05
23.70 47.50 63.61 48.41
4.77 21.17 5.94 8.64
92.87 19.53 67.83 65.68
73.74 95.54 43.32 62.89
39.61 28.49 78.93 57.05
75.78 25.90 8.13 31.98
11.42 71.61 33.47 34.48
9.05 25.29 68.14 41.84
95.00 17.38 33.93 48.94
27.54 21.41 84.77 54.93
31.09 95.32 31.28 44.03
53.31 66.47 39.32 48.95
6.02 48.44 2.66 12.82
31.92 34.89 79.81 56.46
86.31 1.74 64.52 58.50
74.98 22.95 71.92 63.04
97.40 79.39 17.92 54.06
32.87 61.72 10.07 27.24
47.40 94.68 34.80 50.56
27.79 52.40 10.53 24.08
60.29 63.66 72.22 66.93
44.93 81.81 58.22 58.95
82.80 30.59 92.84 77.38
26.34 57.99 37.33 38.16
3.34 82.85 87.08 61.11
87.40 38.41 26.57 47.19
34.57 14.64 38.05 32.32
44.20 75.69 76.69 66.74
2.59 57.40 37.70 31.11
29.75 1.16 46.35 32.33
91.52 15.54 42.17 51.65
20.19 58.65 10.38 22.98
9.54 59.00 31.37 30.35
55.73 49.59 37.57 45.42
28.50 57.03 12.01 25.96
17.54 82.36 74.95 59.21
66.55 23.92 10.49 29.99
33.74 15.02 24.14 25.20
81.88 64.73 14.76 44.89
65.91 1.88 45.22 42.76
87.42 72.79 29.29 55.43
49.14 8.76 25.61 29.30
23.74 91.03 9.03 29.84
80.87 24.24 68.98 63.60
0.55 39.97 49.75 33.03
82.24 54.78 79.73 75.49
4.92 2.08 90.04 46.91
92.21 37.93 26.63 48.56
4.73 26.48 6.08 9.75
45.36 44.64 63.01 54.04
73.82 39.13 58.88 59.41
90.50 48.61 86.29 80.02
42.27 71.24 79.83 66.84
78.59 60.36 23.88 47.59
72.53 43.09 23.33 42.04
42.08 50.79 66.45 56.01
68.93 2.03 18.65 30.41
25.40 33.09 43.63 36.05
64.75 89.42 51.67 63.14
12.48 15.84 84.98 49.40
74.04 24.26 59.97 57.05
56.74 26.17 20.08 32.30
32.18 68.08 52.58 49.56
89.21 87.67 26.69 57.64
31.80 60.84 34.97 39.19
5.72 81.35 6.00 20.99
23.70 93.94 64.49 58.14
27.00 64.33 54.41 48.17
95.98 25.41 67.68 67.72
58.12 25.71 70.82 57.99
66.47 81.66 42.20 57.37
91.93 68.59 48.80 65.70
31.11 70.17 83.92 65.33
66.43 5.13 83.15 62.53
82.54 53.40 0.46 35.67
38.50 84.17 82.54 69.65
74.34 50.19 49.08 56.88
85.76 80.37 27.77 55.69
25.01 55.48 62.25 49.72
32.92 87.56 79.02 66.90
85.99 16.20 67.10 62.59
27.78 86.09 81.02 66.06
19.51 58.37 77.05 56.05
82.17 73.24 26.38 52.49
90.38 80.75 74.74 80.63
28.20 1.11 38.56 27.96
45.64 29.86 47.12 43.22
16.08 47.10 19.38 23.93
73.20 27.46 85.59 70.25
95.97 11.98 76.42 69.40
51.94 77.47 38.42 50.29
51.13 94.92 30.07 49.36
16.91 75.66 85.41 62.91
40.89 48.27 5.50 24.67
85.49 15.47 21.38 39.43
72.42 8.77 93.70 70.33
90.42 17.87 9.75 35.58
40.26 29.40 3.40 19.66
3.38 86.17 98.90 67.70
13.64 26.94 84.33 51.64
1.78 42.32 11.05 14.52
94.23 16.41 89.36 76.23
69.35 66.21 52.44 60.27
17.63 78.80 22.84 32.47
30.18 50.85 34.79 36.62
27.70 66.43 63.80 53.50
40.27 3.54 85.99 55.78
26.80 30.17 73.70 50.92
22.51 45.04 33.40 32.46
71.14 73.43 87.76 79.91
43.36 67.80 83.69 68.41
62.95 7.29 10.72 25.70
18.13 37.33 67.37 46.59
93.43 88.05 58.65 74.96
70.34 10.31 46.75 46.54
71.60 90.36 50.64 64.87
98.70 85.24 88.10 90.71
48.55 58.62 58.59 55.58
6.04 4.40 31.24 18.31
22.59 41.92 55.83 43.08
7.80 75.30 25.06 29.93
16.58 74.59 35.44 37.61
98.25 11.68 31.72 47.67
67.79 37.89 19.30 37.56
69.05 96.80 54.41 67.28
28.38 79.30 51.16 49.95
37.77 89.48 77.45 67.95
48.65 67.85 58.93 57.63
65.52 12.62 16.55 30.45
85.25 43.95 0.55 34.64
29.37 6.71 57.63 38.97
26.98 26.07 74.98 50.80
22.34 36.35 63.68 45.81
4.31 52.11 88.77 56.10
77.80 94.48 41.94 63.21
79.65 9.51 73.99 62.79
52.31 89.76 22.89 45.09
30.60 57.75 12.59 27.02
68.30 93.78 68.74 73.62
86.14 75.31 87.19 84.50
69.29 88.27 92.71 84.80
3.04 18.30 98.70 53.92
82.55 46.65 46.26 57.22
8.48 33.97 30.66 24.67
5.20 38.99 80.88 49.80
27.22 3.96 7.05 12.48
32.78 74.65 53.07 51.30
4.48 20.93 11.09 11.07
29.87 39.72 1.15 17.48
30.81 0.63 24.60 21.67
88.38 4.62 64.81 59.84
80.94 86.21 52.99 68.02
22.72 18.99 18.10 19.66
69.42 43.24 1.78 30.36
33.55 85.75 31.67 43.05
95.75 65.41 94.76 89.19
5.16 92.27 50.39 45.20
80.33 45.21 25.52 45.90
71.40 27.72 21.27 37.60
34.25 82.80 86.89 70.28
50.71 93.45 18.13 42.97
59.14 0.59 90.58 63.15
81.61 75.53 53.81 66.49
72.74 27.56 97.21 75.94
95.11 34.67 23.29 47.11
52.59 1.76 82.16 57.21
12.92 15.09 73.85 43.82
79.14 62.15 35.32 53.83
18.39 13.28 98.94 57.64
15.90 43.42 49.58 38.24
32.06 39.80 38.93 37.04
22.50 51.01 98.03 65.97
50.06 33.30 6.65 25.00
50.01 25.12 38.87 39.46
98.34 4.96 58.68 59.83
2.93 33.53 56.07 35.62
66.70 64.85 15.07 40.52
17.46 25.61 61.35 41.03
28.75 84.42 46.38 48.70
66.64 78.68 49.71 60.58
79.22 31.44 98.42 79.26
75.48 47.25 54.26 59.22
44.59 17.12 57.76 45.68
14.22 44.31 22.67 24.46
69.28 51.58 98.28 80.24
31.81 79.53 81.19 66.04
29.05 21.30 8.00 16.98
39.54 2.84 61.57 43.22
45.02 6.90 80.03 54.90
29.78 72.47 95.37 71.11
7.50 28.02 14.11 14.91
83.69 79.39 70.94 76.45
19.12 2.52 92.27 52.38
23.00 70.53 33.34 37.68
37.15 33.39 7.75 21.70
72.23 11.48 5.97 26.95
24.18 73.82 53.13 48.58
45.21 27.96 19.13 28.72
85.55 39.12 74.83 70.90
18.94 12.79 16.51 16.50
36.43 41.75 85.69 62.12
63.31 79.90 35.73 52.84
92.61 69.59 64.41 73.91
12.38 18.03 42.15 28.39
11.77 0.86 78.25 42.83
26.97 80.03 58.55 53.37
16.04 21.52 42.66 30.45
90.81 96.06 87.66 90.28
52.36 43.70 64.13 56.51
48.46 96.81 85.11 76.46
75.07 55.78 90.94 79.15
88.27 88.17 22.68 55.45
78.06 71.20 79.06 77.19
58.15 43.39 7.10 29.67
94.76 73.87 41.99 64.20
76.89 25.58 12.99 34.68
29.88 69.67 54.45 50.12
60.44 13.16 62.11 51.82
44.53 22.84 58.20 47.03
32.77 10.19 78.50 51.12
52.34 78.10 67.51 65.08
61.76 11.75 24.60 33.18
40.69 66.43 96.34 73.66
69.34 16.82 88.25 68.29
69.69 57.98 6.50 35.75
52.03 82.86 95.60 79.98
10.26 26.83 11.26 14.07
16.49 23.74 44.21 31.80
69.81 30.77 50.79 52.49
20.90 62.29 87.33 62.39
83.81 82.60 61.17 72.25
36.33 85.51 62.14 59.07
97.72 49.38 47.52 62.95
23.94 86.56 78.45 63.72
62.19 4.78 32.34 35.78
39.59 29.68 81.75 58.69
45.49 58.72 62.88 56.83
32.94 49.88 67.98 53.85
39.93 59.82 11.61 29.75
9.06 83.52 60.49 49.67
95.26 34.45 74.39 72.66
58.64 36.43 34.88 42.32
49.70 65.98 35.27 45.74
8.64 49.74 52.09 38.59
74.05 21.29 21.14 37.04
30.55 36.74 71.40 52.21
35.06 70.61 28.39 38.84
90.90 9.66 70.08 64.24
44.00 45.17 93.31 68.89
0.04 7.35 14.38 8.67
14.69 10.40 17.50 15.24
1.03 29.66 21.09 16.79
24.57 77.15 80.30 62.95
42.45 15.77 60.17 45.97
85.00 56.15 27.95 50.71
80.80 91.44 71.43 78.24
37.18 31.09 95.90 65.32
3.25 69.05 1.46 15.52
36.34 59.23 85.97 65.73
67.71 93.69 94.78 86.44
66.23 15.88 12.18 29.14
1.87 61.99 98.38 62.15
89.81 81.38 92.31 89.37
30.41 93.78 91.27 73.51
7.59 84.64 97.43 67.92
28.67 46.02 77.95 56.78
89.56 96.17 44.50 68.35
60.71 10.13 20.25 30.36
18.47 87.23 38.34 42.16
73.42 1.03 70.01 57.24
52.36 44.44 39.64 44.42
15.90 31.87 80.06 51.17
5.66 16.49 61.18 35.59
59.96 58.23 33.69 46.48
46.02 41.64 55.31 49.79
33.41 11.72 93.52 59.13
60.46 88.99 77.74 74.81
54.42 62.95 75.39 66.61
0.14 85.95 12.64 23.55
1.32 0.36 46.25 23.59
48.37 51.00 85.37 67.40
52.18 70.59 54.79 57.17
44.16 56.21 55.20 52.09
75.94 46.08 91.44 77.72
45.66 35.09 86.19 63.81
52.47 92.91 58.44 63.54
55.92 42.25 64.97 57.71
92.47 18.29 65.97 64.38
93.30 92.55 6.86 49.93
45.14 85.42 71.00 66.13
15.11 72.25 31.88 34.92
34.62 85.81 11.05 33.07
6.63 70.76 8.93 20.61
42.52 83.70 28.54 43.77
16.06 87.29 1.39 22.97
44.08 71.02 12.21 33.53
23.71 17.74 51.48 36.40
67.79 41.85 2.09 29.75
86.71 31.26 54.65 59.59
55.07 33.43 38.40 42.41
9.70 59.61 44.60 37.13
33.58 27.06 17.85 24.41
15.55 42.97 53.50 40.01
28.86 86.74 59.75 55.88
29.04 75.45 28.00 37.80
50.02 62.31 98.16 76.55
74.82 89.06 60.90 70.71
18.48 21.61 48.51 34.12
31.82 36.50 73.38 53.54
54.98 13.57 50.72 44.57
14.10 94.09 22.65 34.37
98.61 12.56 7.56 35.88
83.51 55.13 48.71 60.43
6.38 19.92 66.13 38.96
68.46 9.68 77.72 61.33
70.14 32.10 23.34 39.13
63.26 62.01 61.51 62.13
45.09 62.79 33.44 42.80
10.51 66.03 41.18 36.95
73.32 72.17 29.97 51.41
76.90 44.56 70.59 67.28
95.74 37.48 71.30 71.87
83.89 88.22 53.72 69.67
8.73 31.25 95.35 56.54
71.82 29.26 87.13 70.96
75.20 67.13 30.32 51.15
79.63 93.47 2.49 43.83
79.10 21.32 86.50 71.24
57.90 69.16 51.29 56.85
62.29 2.18 80.84 59.54
14.10 2.41 20.95 15.19
83.51 15.87 23.40 39.93
45.82 50.21 68.02 57.80
98.36 77.37 47.63 68.80
50.18 53.20 38.32 44.85
96.54 34.91 58.70 65.29
31.76 17.07 34.42 30.15
14.87 97.70 57.49 52.75
42.46 42.15 98.15 70.24
17.86 52.40 61.67 46.67
47.38 83.36 71.05 66.41
46.32 24.00 62.21 49.80
42.97 97.03 15.34 39.97
45.98 58.95 52.34 51.75
91.60 66.57 64.01 72.80
16.33 18.98 57.27 37.33
41.44 2.17 67.33 46.53
78.16 27.75 26.79 42.39
96.04 58.23 53.43 67.17
38.09 77.57 16.25 35.07
1.90 79.13 96.96 64.88
35.95 94.98 73.26 66.41
59.54 46.91 0.69 27.59
38.19 4.99 70.33 47.62
35.87 9.87 96.52 60.99
85.19 66.93 31.49 54.69
78.91 17.92 83.01 68.76
5.07 93.19 78.33 59.32
30.80 39.95 84.36 59.41
90.91 15.69 3.22 32.02
8.88 6.14 41.45 24.62
52.48 90.87 48.20 58.02
37.07 59.03 65.57 55.71
38.06 35.65 25.17 31.13
69.93 34.73 59.56 57.71
97.87 87.83 81.31 87.58
8.86 66.40 28.48 30.18
36.56 18.49 50.49 39.91
83.94 96.76 38.93 64.00
72.46 87.56 63.11 70.81
96.74 54.73 0.02 39.98
49.49 54.34 15.63 33.53
24.59 64.73 55.45 48.05
54.61 49.14 44.92 48.67
86.87 95.97 31.78 61.14
8.27 7.46 10.56 9.25
43.33 30.01 23.92 30.96
43.48 62.19 32.00 41.48
74.88 68.02 77.62 74.88
92.08 55.57 56.95 67.21
64.70 11.27 85.43 64.38
85.28 52.14 21.17 46.60
91.94 83.21 89.62 89.03
38.60 89.64 36.90 47.96
89.80 30.96 70.35 68.31
81.87 11.94 69.46 61.68
8.62 53.61 56.35 41.48
79.59 36.06 34.01 48.09
20.54 33.49 57.59 41.66
17.71 28.34 61.44 41.70
57.25 76.19 76.63 70.73
